jpg,No,ユニット名,レア,BP,属性,HP,攻撃,防御,速度,総合,スキル,スキル説明,UF,UF説明,タクティクス1,タクティクス1説明,タクティクス2,タクティクス2説明,特性,サポート効果
1692.jpg,1692,ジェラルド,SSR,13,打,"18,677","6,338","6,665",A-,"31,680",対蒼の突風／絶,突に強く斬に弱い縦一列攻撃[大],-,　,クラウストルム,ヘイトUP＆迎撃時にパーティ全体の攻・防が小UP(3分間),-,　,-,-
1694.jpg,1694,レニエ,SSR,13,遠,"16,857","6,237","4,533",SS-,"27,627",地幻射の四連撃／真,ランダム4連続攻撃[中]自分の防御力UP[中],-,　,ヒール／絶,生存ユニットのHPを大回復,-,　,-,-
1699.jpg,1699,リシェラ,SSR,13,斬,"15,221","7,002","5,832",A+,"28,055",対翠の突風／絶,遠に強く打に弱い縦一列攻撃[大],-,　,ポイントライズ／真,獲得する騎士団戦スコアが中アップ(バトル3回),-,　,-,-
1701.jpg,1701,シュエット,UR,14,斬,"17,223","7,917","6,690",S,"31,830",地幻氷の縦十字／煌,十字型攻撃[特大]自分の防御力UP[特大],-,　,エッジノート／絶,CB時に獲得ポイント大UP＆BPが大回復(3回),-,　,-,-
1703.jpg,1703,アストル,UR,14,遠,"19,914","6,951","5,574",S+,"32,439",遠翠の略奪／煌,敵単体に攻撃しつつHP回復[特大],-,　,キャッスルウィークネス／真,対戦騎士団の城強度Lvが中DOWN(3分間),-,　,-,-
1709.jpg,1709,レイ,SSR,13,斬,"15,528","7,138","5,429",A+,"28,095",地幻氷の縦十字／絶,十字型攻撃[大]自分の防御力UP[大],-,　,エースオーダー,騎士団全体の攻・防が小UP(3分間),-,　,-,-
1710.jpg,1710,レイ,UR,14,斬,"17,422","8,004","6,279",S,"31,705",私が守るから,突に強く斬に弱い十字型攻撃[特大],-,　,メナス／真,対戦騎士団全体の防御力が中DOWN(3分間),-,　,-,-
1712.jpg,1712,シンジ,SSR,13,斬,"14,651","6,721","6,099",A+,"27,471",天焔幻の一閃／絶,横一列攻撃[大]自分の攻撃力UP[大],-,　,ジャガーノート／真,バトルで敵を全滅するとBPが中回復(バトル3回),-,　,-,-
1713.jpg,1713,シンジ,UR,14,斬,"16,171","7,428","7,105",S,"30,704",逃げちゃだめだ！,横一列に攻撃[特大],-,　,バーサク／真,強襲が発生無効、バトル時に攻・防中UP(3分間),-,　,-,-
1715.jpg,1715,カヲル,SSR,13,突,"16,437","5,176","5,841",SS1,"27,454",幻神の五連撃,ランダムで5連続攻撃[小],-,　,アサルトオーダー,騎士団全体の攻撃力が小UP(3分間),-,　,-,-
1716.jpg,1716,カヲル,UR,14,突,"19,376","6,105","6,436",SS3,"31,917",時が満ちた,敵全体の攻撃力をDOWN[特大],-,　,シャドウオーダー,騎士団全体の強襲CB率が小UP(3分間),-,　,-,-
1718.jpg,1718,アスカ,SSR,13,打,"21,779","5,780","6,682",A-,"34,241",打鋭の四連星／真,ランダムで1～4連撃。攻撃毎に与ダメ2倍[低確率],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1719.jpg,1719,アスカ,UR,14,打,"24,663","7,048","7,630",A+,"39,341",あんたバカぁ！？,X字型攻撃[特大]自分の攻撃力UP[特大],-,　,ストリーム／真,パーティ全体の攻撃力・速度が中UP(3分間),-,　,-,-
1721.jpg,1721,マリ,SSR,13,遠,"16,199","6,676","4,707",S-,"27,582",天幻射の四連撃／真,ランダム4連続攻撃[中]自分の攻撃力UP[中],-,　,バーサク,強襲が発生無効、バトル時に攻・防小UP(3分間),-,　,-,-
1722.jpg,1722,マリ,UR,14,遠,"17,640","7,248","5,597",S+,"30,485",ワンツーパンチ！,敵全体に攻撃[特大],-,　,フォートレスオーダー／真,騎士団全体の防御力が中UP(3分間),-,　,-,-
1724.jpg,1724,ジョーヌ,SSR,13,遠,"15,702","5,796","4,863",SS-,"26,361",暗闇の言霊／絶,一定確率で敵を暗闇状態にする[高確率],-,　,カウンター／真,迎撃時にパーティ全体の攻・防が中UP(3分間),-,　,-,-
1726.jpg,1726,ジム,UR,14,斬,"19,157","7,666","6,249",S,"33,072",地焔幻の一閃／煌,横一列攻撃[特大]自分の防御力UP[特大],-,　,ブリッツ,強襲CBの発生確率・強襲時獲得ポイントUP(3分間),-,　,-,-
1728.jpg,1728,ベルナデッタ,UR,14,突,"19,694","5,857","7,072",SS+,"32,623",蒼突の神護,味方突属性の防御力をUP[特大],-,　,アサルトオーダー／真,騎士団全体の攻撃力が中UP(3分間),-,　,-,-
1728_a.jpg,1728_a,ベルナデッタ,UR,14,突,27569,7789,10600,SS4,"45,958",蒼突の神護＋,味方突属性の防御力をUP[超極大],-,　,アサルトオーダー／真,騎士団全体の攻撃力が中UP(3分間),-,　,-,-
1728_b.jpg,1728_b,ベルナデッタ,UR,14,突,25595,7495,9907,SS4,"42,997",蒼突の神護,味方突属性の防御力をUP[特大],-,　,紡ぐ思い出,騎士団全体の攻撃力が特大UP(3分間),-,　,-,-
1730.jpg,1730,アーロン,UR,14,打,"24,793","6,169","8,715",A+,"39,677",対翠の交叉線／煌,遠に強く打に弱いX字型攻撃[特大],-,　,アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,　,-,-
1730_a.jpg,1730_a,アーロン,UR,14,打,32227,8521,12201,SS-,"52,949",対翠の交叉線／煌＋,遠に強く打に弱いX字型攻撃[極大],-,　,アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,　,-,-
1730_b.jpg,1730_b,アーロン,UR,14,打,30988,8206,11760,SS-,"50,954",対翠の交叉線／煌,遠に強く打に弱いX字型攻撃[特大],-,　,聖雪の伊達男,パーティ全体の攻撃力が極大UP(5分間),-,　,-,-
1732.jpg,1732,ロベリア,UR,14,遠,"17,720","6,544","5,582",SS+,"29,846",対紅の薙風／煌,斬に強く突に弱い横一列攻撃[特大],-,　,ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,　,-,-
1732_a.jpg,1732_a,ロベリア,UR,14,遠,26582,8833,8102,SS4,"43,517",対紅の薙風／煌＋,斬に強く突に弱い横一列攻撃[極大],-,　,ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,　,-,-
1732_b.jpg,1732_b,ロベリア,UR,14,遠,24818,8497,7535,SS4,"40,850",対紅の薙風／煌,斬に強く突に弱い横一列攻撃[特大],-,　,聖夜に躍る蝶,バトルで獲得する騎士団戦スコアが極大アップ(5分間),-,　,-,-
1734.jpg,1734,エロディ,UR,14,斬,"20,476","7,973","5,632",S,"34,081",対紫の突風／煌,打に強く遠に弱い縦一列攻撃[特大],-,　,キャッスルウィークネス／真,対戦騎士団の城強度Lvが中DOWN(3分間),-,　,-,-
1736.jpg,1736,イヴォン,SSR,13,突,"19,037","5,667","5,386",SS-,"30,090",聖天消滅／斬紅 ,敵斬属性の攻撃力と防御力をDOWN[大],-,　,ランページ／真,バトルで獲得する騎士団戦スコアが中アップ(3分間),-,　,-,-
1738.jpg,1738,オドレイ,UR,14,打,"23,820","6,806","8,287",A+,"38,913",焔幻の一閃／煌,横一列に攻撃[特大],-,　,エッジノート／絶,CB時に獲得ポイント大UP＆BPが大回復(3回),-,　,-,-
1740.jpg,1740,クンツ,SSR,13,遠,"16,385","6,749","4,660",S-,"27,794",地幻射の五連撃,ランダムで5連続攻撃[小]自分の防御力UP[小],-,　,メナス,対戦騎士団全体の防御力が小DOWN(3分間),-,　,-,-
1741.jpg,1741,ルーカン,UR,14,突,"18,819","5,921","6,629",SS3,"31,369",幻神の六連撃／真,ランダムで6連続攻撃[中],-,　,ブリッツ,強襲CBの発生確率・強襲時獲得ポイントUP(3分間),-,　,-,-
1742.jpg,1742,ジャクリーン,UR,14,遠,"20,016","6,984","5,545",S+,"32,545",遠翠の神護,味方遠属性の防御力をUP[特大],-,　,オラクルオーダー／真,騎士団全体のスキル発動率が中UP(3分間),-,　,-,-
1744.jpg,1744,ミネット,UR,14,打,"21,174","7,134","8,294",A+,"36,602",天焔幻の一閃／煌,横一列攻撃[特大]自分の攻撃力UP[特大],-,　,エースオーダー／真,騎士団全体の攻・防が中UP(3分間),-,　,-,-
1746.jpg,1746,アニー,SSR,13,斬,"14,754","7,789","5,439",A+,"27,982",斬紅の聖天,味方斬属性の攻撃力と防御力をUP[大],-,　,ポイントライズ／真,獲得する騎士団戦スコアが中アップ(バトル3回),-,　,-,-
1748.jpg,1748,ランベール,UR,14,突,"18,764","6,414","7,083",SS+,"32,261",地幻神の六連撃／真,ランダム6連続攻撃[小]自分の防御力UP[小],-,　,エース／絶,パーティ全体の攻・防が大UP(3分間),-,　,-,-
1750.jpg,1750,ロッゾ,SSR,13,打,"18,820","5,336","7,920",A-,"32,076",天幻光の交叉線／絶,X字型攻撃[大]自分の攻撃力UP[大],-,　,キャッスルヴェール,城の強度Lvが小UP(3分間),-,　,-,-
1752.jpg,1752,ソレジュ,UR,14,遠,"19,351","6,714","5,765",S+,"31,830",遠翠の神護,味方遠属性の防御力をUP[特大],-,　,オラクルオーダー／真,騎士団全体のスキル発動率が中UP(3分間),-,　,-,-
1754.jpg,1754,ランディ,SSR,13,打,"18,668","5,711","7,679",A-,"32,058",聖護消滅,敵単体の防御力をDOWN[大],-,　,カウンター／真,迎撃時にパーティ全体の攻・防が中UP(3分間),-,　,-,-
1755.jpg,1755,ヴァルダー,SSR,13,打,"17,827","6,621","6,366",A-,"30,814",神威,自分の攻撃力をUP[特大],-,　,ストリーム,パーティ全体の攻撃力・速度が小UP(3分間),-,　,-,-
1757.jpg,1757,マリユス,UR,14,斬,"16,766","8,853","6,214",S,"31,833",地幻氷の縦十字／煌,十字型攻撃[特大]自分の防御力UP[特大],-,　,シャドウオーダー,騎士団全体の強襲CB率が小UP(3分間),-,　,-,-
1759.jpg,1759,エレクトラ,UR,14,突,"23,078","5,828","6,366",SS+,"35,272",孤撃の言霊／煌,一定確率で敵を範囲不可にする[超高確率],-,　,フォートレス／絶,パーティ全体の防御力が大UP(3分間),-,　,-,-
1761.jpg,1761,イネス,UR,14,打,"23,945","6,842","8,245",A+,"39,032",紫打の神護,味方打属性の防御力をUP[特大],-,　,フォートレスオーダー／真,騎士団全体の防御力が中UP(3分間),-,　,-,-
1763.jpg,1763,ノンノリア,UR,14,遠,"20,119","7,020","5,515",S+,"32,654",浄化の一撃／真,単体固定ダメージ[中]+味方ステータスDOWN解除,-,　,ブリッツ,強襲CBの発生確率・強襲時獲得ポイントUP(3分間),-,　,-,-
1765.jpg,1765,ヒルダ,SSR,12,遠,"17,273","6,028","4,079",S-,"27,380",対紫の突風／絶,打に強く遠に弱い縦一列攻撃[大],-,　,エクスドライブ／真,キリ番CB時の獲得ポイント中UP(3分間),-,　,-,-
1766.jpg,1766,ヒルダ,SSR,13,遠,"18,641","6,535","4,316",S-,"29,492",対紫の突風／絶,打に強く遠に弱い縦一列攻撃[大],-,　,エクスドライブ／真,キリ番CB時の獲得ポイント中UP(3分間),-,　,-,-
1767.jpg,1767,ヒルダ,UR,14,遠,"20,467","7,138","5,174",S+,"32,779",対紫の突風／煌,打に強く遠に弱い縦一列攻撃[特大],-,　,エクスドライブ／絶,キリ番CB時の獲得ポイント大UP(3分間),-,　,-,-
1768.jpg,1768,ジャマル,UR,14,斬,"19,116","8,777","5,449",S,"33,342",地魔幻の閃光／煌,縦一列攻撃[特大]自分の防御力UP[特大],-,　,ストリーム／真,パーティ全体の攻撃力・速度が中UP(3分間),-,　,-,-
1774.jpg,1774,ミリュエ,UR,14,斬,"20,619","8,041","5,585",S,"34,245",斬紅の神護,味方斬属性の防御力をUP[特大],-,　,ジャガーノート／絶,バトルで敵を全滅するとBPが大回復(バトル3回),-,　,-,-
1776.jpg,1776,ガイル,SSR,13,突,"17,526","5,519","5,473",SS1,"28,518",突鋭の五連撃 ,ランダム5連続攻撃[小][低確率]でダメージ2倍,-,　,ストリーム,パーティ全体の攻撃力・速度が小UP(3分間),-,　,-,-
1778.jpg,1778,ムウ,UR,14,打,"26,829","6,503","7,752",A+,"41,084",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,ステルス／絶,強襲CBの発生確率・強襲時獲得ポイント大UP(3回),-,　,-,-
1780.jpg,1780,セシリア,SSR,13,遠,"18,806","5,713","4,957",S-,"29,476",夢限の息吹／真,味方1体を蘇生[HP中],-,　,フォートレスオーダー,騎士団全体の防御力が小UP(3分間),-,　,-,-
1782.jpg,1782,ラインハルト,UR,14,斬,"19,503","7,606","5,915",S,"33,024",騎士の中の騎士,横一列攻撃[特大]自分の攻撃力UP[特大],-,　,ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,　,-,-
1784.jpg,1784,ラム,SSR,13,突,"16,437","5,176","5,841",SS-,"27,454",蒼突の聖天,味方突属性の攻撃力と防御力をUP[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1785.jpg,1785,ラム,UR,14,突,"21,776","6,483","6,100",SS+,"34,359",アル・フーラ！,ランダム6連続攻撃[小]自分の攻撃力UP[小],-,　,メナス／真,対戦騎士団全体の防御力が中DOWN(3分間),-,　,-,-
1787.jpg,1787,レム,SSR,13,打,"17,225","6,197","7,065",A-,"30,487",癒やしの光／絶,最もダメージが多い味方1人のHP回復[大],-,　,ポイントライズ／真,獲得する騎士団戦スコアが中アップ(バトル3回),-,　,-,-
1788.jpg,1788,レム,UR,14,打,"22,036","7,234","8,533",A+,"37,803",アル・ヒューマ！,ランダムで2～5連撃。攻撃毎に与ダメ2倍[低確率],-,　,キャッスルウィークネス／真,対戦騎士団の城強度Lvが中DOWN(3分間),-,　,-,-
1790.jpg,1790,ペテルギウス,UR,14,打,"22,532","6,285","8,686",S+,"37,503",見えざる手、デス,単体攻撃(宝箱優先／追加ダメージ)[特大],-,　,カーズ／真,対戦騎士団全体のスキル発動率が中DOWN(3分間),-,　,-,-
1792.jpg,1792,エミリア,SSR,13,遠,"18,087","6,309","4,728",S-,"29,124",破界の包囲陣／絶,敵全体に固定ダメージ[大],-,　,フォースオブウィッシュ／真,騎士団全員のBPを中回復,-,　,-,-
1793.jpg,1793,エミリア,UR,14,遠,"18,940","6,611","5,857",S+,"31,408",下がりなさい悪党,味方全体の攻撃力と防御力をUP[大],-,　,キャッスルヴェール／真,城の強度Lvが中UP(3分間),-,　,-,-
1794.jpg,1794,キース,SSR,13,突,"17,534","5,219","6,127",SS-,"28,880",加護消滅／光芒,敵全体の防御力をDOWN[中],-,　,フォートレス／真,パーティ全体の防御力が中UP(3分間),-,　,-,-
1795.jpg,1795,ルー,SSR,13,打,"21,851","5,048","7,537",A-,"34,436",昏睡の言霊／絶,一定確率で敵を睡眠状態にする[高確率],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1797.jpg,1797,イルメリ,UR,14,斬,"17,632","8,106","6,206",S,"31,944",地幻氷の縦十字／煌,十字型攻撃[特大]自分の防御力UP[特大],-,　,エッジノート／絶,CB時に獲得ポイント大UP＆BPが大回復(3回),-,　,-,-
1799.jpg,1799,シャルロ,UR,14,斬,"17,581","8,082","6,551",S,"32,214",斬紅の神威,味方斬属性の攻撃力をUP[特大],-,　,オラクルオーダー／真,騎士団全体のスキル発動率が中UP(3分間),-,　,-,-
1799_a.jpg,1799_a,シャルロ,UR,14,斬,22852,10497,8840,SS+,"42,189",斬紅の神威＋,味方斬属性の攻撃力をUP[超特大],-,　,オラクルオーダー／真,騎士団全体のスキル発動率が中UP(3分間),-,　,-,-
1799_b.jpg,1799_b,シャルロ,UR,14,斬,21970,10098,8189,SS+,"40,257",斬紅の神威,味方斬属性の攻撃力をUP[特大],-,　,賢王の贈り物,騎士団全体のスキル発動率が特大UP(3分間),-,　,-,-
1801.jpg,1801,スレヴィ,UR,14,突,"19,055","6,514","6,969",SS+,"32,538",神威消滅／光芒,敵全体の攻撃力をDOWN[特大],-,　,アサルトオーダー／真,騎士団全体の攻撃力が中UP(3分間),-,　,-,-
1803.jpg,1803,トト,UR,14,打,"22,994","6,952","7,669",A+,"37,615",地魔幻の閃光／煌,縦一列攻撃[特大]自分の防御力UP[特大],-,　,クラウストルム／真,ヘイトUP＆迎撃時にパーティ全体の攻・防が中UP(3分間),-,　,-,-
1804.jpg,1804,レオナ,UR,15,斬,"20,184","9,315","6,987",SS-,"36,486",斬紅の神威,味方斬属性の攻撃力をUP[特大],-,　,シャドウ／絶,バトル時の強襲CB率が大UP(3分間),エース／絶,パーティ全体の攻・防が大UP(3分間),-,-
1805.jpg,1805,ブークリエ,UR,15,突,"24,187","6,457","8,843",SS2,"39,487",蒼突の天護,味方突属性の防御力をUP[極大],-,　,フォートレス／煌,パーティ全体の防御力が特大UP(3分間),ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,-
1807.jpg,1807,フェリシアス,SSR,13,突,"17,399","5,179","6,167",SS-,"28,745",癒やしの光／絶,最もダメージが多い味方1人のHP回復[大],-,　,ジャガーノート／真,バトルで敵を全滅するとBPが中回復(バトル3回),-,　,-,-
1808.jpg,1808,マーヴェル,UR,14,遠,"19,791","6,903","5,342",S+,"32,036",遠翠の略奪／煌,敵単体に攻撃しつつHP回復[特大],-,　,キャッスルヴェール／真,城の強度Lvが中UP(3分間),-,　,-,-
1809.jpg,1809,ロイ,UR,14,遠,"19,035","6,648","5,824",S+,"31,507",幻射の六連撃／真,ランダムで6連続攻撃[中],-,　,メナス／真,対戦騎士団全体の防御力が中DOWN(3分間),-,　,-,-
1810.jpg,1810,エドヴァルド,UR,14,斬,"16,211","7,456","7,087",S,"30,754",斬紅の業火／絶,次の攻撃でダメージが上昇する[大],-,　,フォートレス／絶,パーティ全体の防御力が大UP(3分間),-,　,-,-
1811.jpg,1811,キュオスティ,UR,14,斬,"17,024","8,988","6,114",S,"32,126",地焔幻の一閃／煌,横一列攻撃[特大]自分の防御力UP[特大],-,　,ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,　,-,-
1812.jpg,1812,デフロット,UR,14,突,"22,000","6,549","6,034",SS+,"34,583",地魔幻の閃光／煌,縦一列攻撃[特大]自分の防御力UP[特大],-,　,エクスドライブ／絶,キリ番CB時の獲得ポイント大UP(3分間),-,　,-,-
1813.jpg,1813,フェルナンド,UR,14,斬,"18,785","8,633","5,811",S,"33,229",地幻氷の縦十字／煌,十字型攻撃[特大]自分の防御力UP[特大],-,　,エースオーダー／真,騎士団全体の攻・防が中UP(3分間),-,　,-,-
